,Date,Text,Location,Person,Organization,siren
391,25/11/2023,"23:35Red Cross representatives have just transferred the hostages to Egypt. According to the information that was received by the IDF, 17 hostages were released, including 13 Israeli hostages and 4 Thai hostages.The released hostages' convoy is currently making its way through Egypt to the meeting point at Kerem Shalom. Security representatives will verify the list at the meeting point with the released hostages.The families of the hostages are being updated by IDF representatives with the latest available information.23:16Attached is a video of the IDF's preparations to receive the released hostages at the Kerem Shalom Crossing tonight:  23:06Based on information that was received from the Red Cross, the hostages are currently on their way to the Rafah Crossing in the Gaza Strip.19:13A short while ago, interceptors were launched toward two suspicious aerial targets in the area of the Red Sea. The incident has concluded.We are looking into the possibility that it was a false identification.No infiltration into Israeli territory was identified, and in accordance with protocol, no sirens were sounded.18:06Chief of the General Staff: ""At the end of the operational pause, we will return promptly to our operations and offensive in Gaza""13:09Following the sirens that sounded in northern Israel, a suspicious aerial target that crossed from Lebanon was successfully intercepted by the IDF Aerial Defense Array.06:55Sirens sounded in northern Israel.05:10The IDF downed a surface-to-air missile that was launched from Lebanon toward an IDF UAV.The UAV was not damaged and continued on its mission. The missile did not cross into Israeli territory and no alerts were activated according to protocol.In response to the launch, IDF fighter jets struck Hezbollah's terror infrastructure a short while ago. During the incident, an interceptor was also launched.01:14English statement by Rear Admiral Daniel Hagari concluding the first day of hostage release during the pause in Israel’s war against Hamas: https://bit.ly/3MXW2q7","['Egypt', 'Thai', 'Egypt', 'Kerem Shalom', 'Kerem Shalom Crossing', 'Rafah Crossing', 'Gaza Strip', 'Red Sea', 'Israeli', 'Gaza', 'northern Israel', 'Lebanon', 'northern Israel', 'Lebanon', 'Israeli', 'Israel']",['Daniel Hagari'],"['IDF', 'IDF', 'IDF', 'Red Cross', 'IDF Aerial Defense Array', 'IDF', 'IDF', 'IDF', 'Hezbollah', 'Hamas']",1
392,24/11/2023,"23:49200 trucks carrying humanitarian aid entered Gaza via the Rafah Crossing and were delivered to international aid organizations working in southern Gaza.Full press release21:08IDF: Please find attached the translated evening briefing of the IDF Spokesperson, Rear Admiral Daniel Hagari: https://www.idf.il/156003","['Gaza', 'Rafah Crossing', 'southern Gaza']",['Daniel Hagari'],['IDF'],0
393,24/11/2023,"21:04At this hour, 22 of the Israeli and foreign released hostages have arrived at the Hatzerim Base, from which they will be taken to hospitals and reunited with their families.Full press release19:12video footage of the moment the released hostages entered Israeli territory: ","['Hatzerim Base', 'Israeli']",[],[],0
394,24/11/2023,"18:53Attached is a joint IDF and ISA announcement regarding the return of the released hostages to Israelhttps://IDFANC.activetrail.biz/ANC2411202349553414:37Last night, the Commanding Officer of the Southern Command, MG Yaron Finkelman, conducted a situational assessment with the soldiers operating in the Gaza Strip. During the assessment, MG Finkelman briefed on and approved plans for the operational assessments on the combat lines of the pause.","['Israel', 'Gaza Strip']","['Yaron Finkelman', 'Finkelman']","['IDF', 'ISA', 'Southern Command']",0
395,24/11/2023,"12:35The IDF has completed preparations to receive the released hostages upon their return to Israel from GazaFull press release09:43This morning (Friday), four tankers of fuel and four tankers of cooking gas were transferred from Egypt to UN humanitarian aid organizations in the southern Gaza Strip via the Rafah Crossing. This was approved by the government of Israel as part of the pause and the framework for the release of the hostages agreed with the United States and mediated by Qatar and Egypt.The fuel and cooking gas are designated for operating essential humanitarian infrastructure in the Gaza Strip.08:00The IDF has completed its operational preparations according to the defensive positions of the pause.","['Israel', 'GazaFull', 'Egypt', 'southern Gaza Strip', 'Rafah Crossing', 'Israel', 'United States', 'Qatar', 'Egypt', 'Gaza Strip']",[],"['IDF', 'UN', 'IDF']",0
396,24/11/2023,"Earlier this morning, our troops destroyed a route of underground terrorist tunnels and tunnel shafts in the area of the Shifa Hospital.",[],[],['Shifa Hospital'],0
397,24/11/2023,"In addition, over the last day and night, our troops on the ground, in the air, and at sea continued to strike terror targets, operate in different areas to locate suspicious structures and engage in combat with terrorists, as well as struck a terrorist tunnel route.",[],[],[],0
398,24/11/2023,"04:28,06:46,07:16Sirens sounding in communities surrounding Gaza00:50This afternoon, several launches from Lebanon to different locations across northern Israel were identified. In response, the IDF is striking the sources of fire. Furthermore, IDF fighter jets struck Hezbollah terror targets in Lebanon, including launch pads from which launches were carried out toward Israel over the past few days, and several military sites where Hezbollah terrorists were operating.","['Gaza', 'Lebanon', 'northern Israel', 'Lebanon', 'Israel']",[],"['IDF', 'IDF', 'Hezbollah', 'Hezbollah']",1
399,23/11/2023,"22:05IDF fighter jets, directed by IDF and ISA intelligence, eliminated Amar Abu Jalalah, commander of the Hamas naval forces in Khan Yunis, and an additional operative in Hamas’ naval forces. Amar Abu Jalalah was a senior operative in Hamas’ naval forces and involved in directing several terror attacks by sea that were thwarted by the IDF.19:13Terrorist Tunnel Shafts in Mosque, Rocket Launchers in an Orchard; The Nahal Brigade Operates on the Outskirts of Jabalya and Directs Aerial ForcesFull press release","['Khan Yunis', 'Mosque', 'an Orchard', 'Outskirts of Jabalya']","['Amar Abu Jalalah', 'Amar Abu Jalalah']","['##IDF', 'IDF', 'ISA', 'Hamas', 'Hamas', 'Hamas', 'IDF']",0
400,23/11/2023,"Commander of the Nahal Berigade, COL Yair Zuckerman, on finding missiles in a residential area in Jabalya16:04Weapons hidden under children's beds and underground terrorist infrastructure: the 401st Brigade operated on the outskirts of JabalyaFull press release","['Jabalya', 'JabalyaFull']",['Yair Zuckerman'],"['Nahal Berigade', '401st Brigade']",0
401,23/11/2023,"15:40In response to the launches toward Israel earlier today, IDF helicopters and fighter jets struck Hezbollah terrorist infrastructure and rocket launch sites in Lebanon. Also, IDF soldiers struck Hezbollah military infrastructure with the “Iron Sting” weapon system in Lebanon. In addition, an IDF helicopter, a UAV, and tanks struck a terrorist cell that launched an anti-tank missile toward the area of Biranit, and the launch post from which the missile was fired.15:20Sirens sounding in northern Israel14:59Sirens sounding in southern Israel14:37Joint IDF and ISA announcement:The director of the Shifa Hospital in the Gaza Strip was apprehended and transferred for ISA questioning following evidence showing that the Shifa Hospital, under his direct management, served as a Hamas command and control center. Full press release12:41Following the initial reports regarding sirens sounding in northern Israel, approximately 35 launches were identified crossing from Lebanon toward Israeli territory. The IDF Aerial Defense Array intercepted a number of the launches.In addition, since this morning, terrorists launched a number of anti-tank missiles and mortars at various locations along the border with Lebanon.An IDF aircraft struck a number of launchers from which the projectiles were fired. IDF soldiers struck an additional launcher from which the projectiles were fired with the “Iron Sting” weapon system. IDF artillery struck the sources of the fire.12:33Bodycam Footage From the Egoz Commando Unit Operating in GazaAs part of operational activity in the northern Gaza Strip, the “Egoz” special forces unit operated in the Shati area in the heart of Gaza City. Full press release10:16, 11:07Sirens sounded in northern Israel09:52The Chief of the General Staff met with the brigade commanders of the 36th Division, inside Gaza, and conducted a situational assessment for continued operations along with the Commanding Officer of the Southern Command and the Commander of the 36th Division.Full Remarks by the Chief of the General Staff, LTG Herzi Halevi","['Israel', 'Lebanon', 'Lebanon', 'Biranit', 'northern Israel', 'southern Israel', 'Gaza Strip', 'northern Israel', 'Lebanon', 'Israeli territory', 'Lebanon', 'Gaza', 'northern Gaza Strip', 'Shati area', 'Gaza City', 'northern Israel', 'Gaza']",['Herzi Halevi'],"['IDF', 'Hezbollah', 'IDF', 'Hezbollah', 'IDF', 'IDF', 'ISA', 'Shifa Hospital', 'ISA', 'Shifa Hospital', 'Hamas', 'IDF Aerial Defense Array', 'IDF', 'IDF', 'IDF', 'Egoz', '36th Division', 'Southern Command', '36th Division']",1
402,23/11/2023,"09:37Following the sirens that sounded in northern Israel, several launches were identified from Lebanon toward Israeli territory. IDF artillery is striking the sources of the launches.+ Earlier this morning, an IDF aircraft identified an anti-tank missile cell near the area of Zar'it in northern Israel and targeted the cell. In parallel, IDF artillery also targeted the cell.+ Overnight, a surface-to-air missile was launched toward IDF aircraft in Lebanon. The missile was successfully intercepted by the IDF Aerial Defense Array.In response to the launch, IDF aircraft struck the launcher and a weapons storage post.08:31,08:53,08:59Sirens sounded in northern Israel08:13IDF ground troops continued striking terrorists, locating underground sites and strikingterror infrastructure in the Gaza StripFull press release05:20, 06:15Sirens sounded in areas surrounding the Gaza Strip.","['northern Israel', 'Lebanon', 'Israeli', ""Zar ' it"", 'northern Israel', 'Lebanon', 'northern Israel', 'Gaza', 'Gaza Strip']",[],"['IDF', 'IDF', 'IDF', 'IDF', 'IDF Aerial Defense Array', 'IDF', '##IDF']",1
403,22/11/2023,"22:42Please find attached the translated evening briefing, along with the briefing in English of the IDF Spokesperson, Rear Admiral Daniel Hagari: https://www.idf.il/155054",[],['Daniel Hagari'],['IDF'],0
404,22/11/2023,"22:09A short while ago, IDF fighter jets struck Hezbollah terror infrastructure in Lebanese territory.Additionally, IDF troops and aircraft struck a terror cell that attempted to launch rockets into Israeli territory, and a terror cell that fired at IDF troops.20:01IDF soldiers inside the terror tunnel complex at the Shifa Hospital: the IDF exposes the terror tunnel routes, dozens of meters of a tunnel system which also passes under the Qatari Building in the hospital complex, as well as rooms where Hamas terrorists can operate and stay for extended periodsFull press release","['Lebanese', 'Israeli territory', 'Qatari Building']",[],"['IDF', 'Hezbollah', 'IDF', 'IDF', 'Shifa Hospital', 'IDF', 'Hamas']",0
405,22/11/2023,"Behind the Blast Door: Hamas Terrorist Base Under a Hospital19:24For the second time over the last day, IDF fighter jets struck terrorist infrastructure and a military site belonging to the Hezbollah terrorist organization in Lebanon. + IDF aircraft together with artillery struck a Hezbollah terrorist cell that fired from Lebanese territory toward the area near Hanita in northern Israel. + Earlier today, shots were fired from a military site in Lebanon toward the area of Mattat where IDF soldiers were operating. In response, the military site was struck. +  `Following the reports regarding sirens sounded in northern Israel, a number of launches from Lebanon toward Israel were identified. The IDF struck the sources of the launches in response.16:51, 17:52Sirens sounding in the area surrounding Gaza16:30Soldiers of the Givati Brigade conducted operational activity at the Hamas headquarters in the neighborhood where the organization's senior operatives liveFull press release","['Lebanon', 'Hanita', 'northern Israel', 'Lebanon', 'Mattat', 'northern Israel', 'Lebanon', 'Israel', 'Gaza']",[],"['Hamas Terrorist Base', 'IDF', 'Hezbollah', 'ID', 'Hezbollah', 'IDF', 'IDF', 'Givati Brigade', 'Hamas']",1
406,22/11/2023,"16:15Sirens sounded in Kibbutz Kissufim (southern Israel)16:05Sirens sounding in the City of Eilat (southern Israel)15:42Sirens sounding in northern Israel14:54Following the reports regarding sirens sounded in northern Israel over the last hour, a number of launches from Lebanon toward the areas of Netu’a, Zar’it and Yiftah were identified. The launches fell in an open area and no injuries were reported. In response, the IDF is striking the sources of the launches. In addition, an IDF tank struck a military post belonging to the Hezbollah terrorist organization.","['Kibbutz Kissufim', 'southern Israel', 'Eilat', 'southern Israel', 'northern Israel', 'northern Israel', 'Lebanon', 'Netu ’ a', 'Zar ’ it', 'Yiftah']",[],"['IDF', 'IDF', 'Hezbollah']",1
407,22/11/2023,12:00 Approx. 400 terrorist tunnel shafts have been identified and destroyed in Gaza since the beginning of the war: Yahalom Special Forces Combat Engineering Unit footage: Full press release,['Gaza'],[],['Yahalom Special Forces Combat Engineering Unit'],0
408,22/11/2023, ,[],[],[],0
409,22/11/2023,"11:45A short while ago, IDF fighter jets struck a number of Hezbollah terror targets in Lebanon. Among the targets struck were terrorist infrastructure and a military site in which Hezbollah terrorists operated.",['Lebanon'],[],"['IDF', 'Hezbollah', 'Hezbollah']",0
410,22/11/2023,"09:20IDF troops continue to operate in the Gaza Strip to kill terrorists, destroy terrorist infrastructure, and locate weapons stored inside civilian buildingsFull press release",['Gaza Strip'],[],"['20', '##IDF']",0
411,22/11/2023,"00:29Following the alerts concerning hostile aerial infiltration into Israel near the community of Hanita, the ""Iron Dome"" Defense Array successfully intercepted the object. The incident is over; sirens sounded in northern Israel were triggered by the interception. An alert regarding a hostile aerial infiltration in the area of Rosh HaNikra in northern Israel was a false identification. Separately, several launches from Lebanese territory toward the area of Shushan in northern Israel were identified.","['Israel', 'Hanita', 'northern Israel', 'Rosh HaNikra', 'northern Israel', 'Lebanese', 'Shushan', 'northern Israel']",[],"['""', 'Iron Dome "" Defense Array']",1
412,21/11/2023,"22:02In response to rocket and anti-tank missile fire toward Israel throughout the day, IDF fighter jets struck Hezbollah terror infrastructure and an operational command center in Lebanon.Attached is a video of the strikes: https://bit.ly/47mXQRH","['Israel', 'Lebanon']",[],"['IDF', 'Hezbollah']",0
413,21/11/2023,"19:19Following the alerts concerning hostile aircraft infiltration in northern Israel, interceptors were launched toward a number of suspicious aerial targets that crossed from Lebanon toward the Western Galilee. The incident has concluded. Earlier today, the IDF struck an anti-tank missile launcher along the border with Lebanon. The IDF is currently striking Hezbollah terrorist targets in Lebanon.Attached is a video of the strike on the launcher: https://bit.ly/49JC7oz","['northern Israel', 'Lebanon', 'Western Galilee', 'Lebanon', 'Lebanon']",[],"['IDF', 'IDF', 'Hezbollah']",0
414,21/11/2023,"18:41The Chief of the General Staff with reserve soldiers in the Gaza Strip: ""The ground operations create better conditions for the return of the hostages, and we will continue with this pressure""  Attached is footage on the subject: https://youtu.be/oREBksS6ngg",['Gaza Strip'],[],[],0
415,21/11/2023,"16:43In the past hours, a number of launches were identified from Lebanon toward Israeli territory. IDF soldiers are striking the sources of the fire with artillery, mortars and tanks.","['Lebanon', 'Israeli']",[],['IDF'],0
416,21/11/2023,"13:00, 13:03, 14:46, 14:57, 15:07Sirens sounding in Israeli communities surrounding the Gaza Strip11:22Sirens sounding in northern Israel10:36A short while ago, IDF aircraft identified and struck three armed terrorist cells in the area of the border with Lebanon. In addition, IDF fighter jets struck a number of Hezbollah terror targets, including military infrastructure and structures used for directing terrorist activity. A short while ago, terrorists fired mortar shells at an IDF post in northern Israel. No injuries were reported. IDF artillery is currently striking the source of the fire.","['Gaza Strip', 'northern Israel', 'Lebanon', 'northern Israel']",[],"['IDF', 'IDF', 'Hezbollah', 'IDF', 'IDF']",1
417,21/11/2023,09:00The 162nd Division is operating against terrorist infrastructure and operatives in the Jabalia area in the northern GazaFull press release,"['Jabalia area', 'northern GazaFull']",[],['162nd Division'],0
418,21/11/2023,"08:43Following the recent alert in northern Israel, there is no suspicion of an aerial infiltration. Furthermore, a short while ago, three anti-tank missile launches from Lebanese territory toward the area of Metula in northern Israel were identified. No injuries were reported. In response, IDF soldiers are striking toward the source of the fire in Lebanon.","['northern Israel', 'Lebanese territory', 'Metula', 'northern Israel', 'Lebanon']",[],['IDF'],0
419,21/11/2023,08:32|Anti-Tank Missile Found Under a Baby’s Crib; IDF Precise Operations Against Terrorist Targets in Gaza ContinueFull press release,['Gaza'],[],['IDF'],0
420,20/11/2023,"19:23In response to the launches from Lebanon toward Israel throughout the day, IDF fighter jets struck Hezbollah operational command centers and terrorist infrastructure. Additionally, earlier today, the IDF struck a terrorist cell in the area of Metula, northern Israel.Following the sirens that sounded in northern Israel concerning a hostile aircraft infiltration earlier this afternoon, a launch was identified that fell in an open area in the Misgav Am area. Additionally, an interceptor was launched toward a suspicious target. No aircraft infiltration occurred.Attached is a video of the strikes: https://bit.ly/49IVT3k","['Lebanon', 'Israel', 'Metula', 'northern Israel', 'northern Israel', 'Misgav Am area']",[],"['IDF', 'Hezbollah', 'IDF']",1
421,20/11/2023,16:20IDF in Cooperation With COGAT Helps Facilitate the Safe Evacuation of Newborn Babies From Shifa Hospital to Receive Essential Medical Attention in EgyptFull press release,['Egypt'],[],"['20IDF', 'COGAT', 'Shifa Hospital']",0
422,20/11/2023,"14:41- Earlier today, a terrorist cell attempted to launch anti-tank missiles in the area of Marwahin in Lebanon. The IDF struck the cell. Additionally, in response to the launches toward Israeli territory earlier today, IDF tanks, a fighter jet, and a helicopter struck Hezbollah terror infrastructure in Lebanon.","['Marwahin', 'Lebanon', 'Israeli', 'Lebanon']",[],"['IDF', 'IDF', 'Hezbollah']",0
423,20/11/2023,- 25 launches were identified from Lebanon toward several locations adjacent to the border. The IDF Aerial Defense Array intercepted a number of the launches and the rest fell in open areas.  - Three UAVs were identified striking adjacent to an IDF post. No injuries were reported.The IDF struck the sources of the launches.,['Lebanon'],[],"['IDF Aerial Defense Array', 'IDF', 'IDF']",0
424,20/11/2023,"13:19, 13:32, 14:03Sirens sounding in northern Israel10:54This morning, IDF artillery struck in several locations in Lebanon. A number of launches were then identified from Lebanon into Israeli territory in the areas of Arab al-Aramshe, Biranit and Bar'am. No injuries were reported. As a result of the launches toward the area of Biranit, a fire broke out. IDF and Israel Fire and Rescue Services are at the scene. The IDF also struck the sources of the launches.","['northern Israel', 'Lebanon', 'Lebanon', 'Arab al - Aramshe', 'Biranit', ""Bar ' am"", 'Biranit']",[],"['IDF', 'IDF', 'Israel Fire and Rescue Services', 'IDF']",1
425,20/11/2023,08:47IDF and ISA Eliminate 3 Additional Hamas Company Commanders; Ground Operations in Gaza ContinueFull press release,['Gaza'],[],"['47', '##IDF', 'ISA', 'Hamas']",0
426,19/11/2023,"22:41Following the briefing of the IDF Spokesperson, Rear Admiral Daniel Hagari, attached are additional details regarding the death of Corporal Noa Marciano.According to IDF and ISA intelligence, CPL Noa Marciano was injured from an IDF strike on Thursday, (9/11/23) and the terrorist holding her hostage was killed. Based on a preliminary pathological report, as well as IDF and ISA intelligence, it was revealed that Noa’s injury was not life-threatening, and she was murdered by a Hamas terrorist in the Shifa Hospital.The IDF and ISA send their heartfelt condolences to the Marciano family. We will continue to support them and to operate in every way possible to return the hostages home.",[],"['Daniel Hagari', 'Noa Marciano', 'Noa Marciano', 'Noa', 'Marciano']","['IDF', 'IDF', 'ISA', 'IDF', 'IDF', 'ISA', 'Hamas', 'Shifa Hospital', 'IDF', 'ISA']",0
427,19/11/2023,20:57New Findings Prove Hamas Took Hostages to Shifa Hospital on October 7; New Details Presented Regarding the Circumstances the Late CPL Noa Marciano’s DeathFull press release,['Shi'],['Noa Marciano'],['Hamas'],0
428,19/11/2023,"20:34In response to launches over the past day, earlier today IDF fighter jets struck Hezbollah terror targets in Lebanese territory. The terror targets included a Hezbollah military compound where terrorists from the organization were operating, a military post, and infrastructure used for directing terror. In addition, several anti-tank missile and mortar shell launches toward different areas in northern Israel were identified. According to protocol, the launches were not intercepted. A short while ago, an interceptor was launched toward a suspicious target in northern Israel. The IDF is striking the origins of the fire.","['Lebanese territory', 'northern Israel', 'northern Israel']",[],"['IDF', 'Hezbollah', 'Hezbollah', 'IDF']",0
429,19/11/2023,"19:30Over the last few days, in joint IDF and ISA intelligence operational activity, over 100 Hamas terrorists were apprehended and transferred for questioning in Israel. Among the apprehended suspects.Over the last few days, troops conducted dozens of questionings, and apprehended over 100 terrorists for further questioning.In addition, Nukhba terrorists were apprehended, as well as other operatives who disclosed different locations. They also disclosed operating methods used by the terrorist organization, as well as details regarding tunnel digging and the recruitment process.The information gained from the interrogations of the terrorists serves the troops who are operating from the air and the ground in the Gaza Strip and is being used to receive precise and up-to-date intelligence from the field, which assists the ongoing combat efforts.","['Israel', 'Gaza Strip']","['Nu', '##khba']","['IDF', 'ISA', 'Hamas']",0
430,19/11/2023,"19:02Fortified Terror Tunnel Exposed Underneath the Shifa Hospital ComplexBased on IDF and ISA intelligence, IDF troops exposed a 55-meter-long terror tunnel 10 meters deep underneath the Shifa Hospital complex. The tunnel shaft was uncovered in the area of the hospital underneath a shed alongside a vehicle containing numerous weaponsIDF and ISA forces are continuing to uncover the route of the tunnel.Attached is footage from Thursday, November 16, 2023, of the vehicle in which numerous weapons were found: https://bit.ly/47lQoWNAttached is footage of the tunnel shaft: https://bit.ly/3ujnechAttached are aerial photos of the Shifa Hospital, near Hamas terrorist infrastructure locations found: https://IDFANC.activetrail.biz/ANC191120236846486486The findings clearly prove that numerous buildings in the hospital's complex are used by Hamas as cover for terrorist infrastructure and activities. This is further evidence of the cynical manner Hamas uses the residents of the Gaza Strip as a human shield for their murderous terrorist activities.",['Gaza Strip'],[],"['Shifa Hospital', 'IDF', 'ISA', 'IDF', 'Shifa Hospital', 'ISA', 'Shifa Hospital', 'Hamas', 'Hamas', 'Hamas']",0
431,19/11/2023,"17:11For the first time, a mixed-gender search and rescue battalion is operating in the Gaza StripFull press release",['Gaza'],[],[],0
432,19/11/2023,"16:05The hijacking of a cargo ship by the Houthis near Yemen in the southern Red Sea is a very grave incident of global consequence. The ship departed Turkey on its way to India, staffed by civilians of various nationalities, not including Israelis. It is not an Israeli ship.","['Yemen', 'the', 'southern Red Sea', 'Turkey', 'India']",[],['Houthis'],0
433,19/11/2023,"14:49A short while ago, two launches from Lebanon toward the area of Margaliot and Kfar Giladi in northern Israel were identified. In accordance with protocol, the launches were not intercepted. No injuries were reported. The IDF is striking the sources of the fire.","['Lebanon', 'Margaliot', 'Kfar Giladi', 'northern Israel']",[],['IDF'],0
434,19/11/2023,"13:12Following the report regarding an infiltration of a hostile aircraft in northern Israel earlier today, interceptors were launched toward several suspicious aerial targets that crossed from Lebanon toward the area of the Upper Galilee in northern Israel. The incident has concluded. In addition, a short while ago, several launches from Lebanon toward different areas in northern Israel were identified. No injuries were reported.The IDF is striking the sources of the fire.","['northern Israel', 'Lebanon', 'the', 'Upper Galilee', 'northern Israel', 'Lebanon', 'northern Israel']",[],['IDF'],0
435,19/11/2023,"11:52IDF soldiers of the Paratroopers Brigade, together with the Armored Corps, Engineering Corps and the Israeli Air Force, operated in the Sheikh Ijlin and Rimal areas in order to identify and destroy Hamas infrastructure and assets. During the operations, the soldiers located approximately 35 tunnel shafts as well as a large number of weapons and eliminated terrorists.Additionally, the soldiers operated in a Hamas military base belonging to their military intelligence unit. During the operation, IDF soldiers located ammunition depots and seven rocket launchers. Embedded in the Rimal area are the residences of senior Hamas officials, who took control of the buildings in the area to conduct and direct terrorist activities. Attached is footage from the operations of the Paratroopers Brigade in the Rimal area: https://bit.ly/3G5bJYv","['Sheikh Ijlin', 'Rimal', 'Rimal area', 'Rimal area']",[],"['the', 'Paratroopers Brigade', 'Armored Corps', 'Engineering Corps', 'Israeli Air Force', 'Hamas', 'Hamas', 'IDF', 'Hamas', 'Paratroopers Brigade', '3GbJY']",0
436,19/11/2023,"10:28Following the report regarding sirens that sounded in northern Israel, a suspicious aerial target that crossed from Lebanon was successfully intercepted by the IDF Aerial Defense Array. The IDF is responding with fire toward Lebanon.","['northern Israel', 'Lebanon', 'Lebanon']",[],"['IDF Aerial Defense Array', 'IDF']",1
437,19/11/2023,"09:02A short while ago, approximately 10 mortar shell launches toward the area of Shlomi in northern Israel were identified. The launches fell in an open area. The IDF is responding with strikes toward the source of the launches in Lebanese territory. In addition, a short while ago, IDF fighter jets struck Hezbollah terror infrastructure in Lebanon.","['Shlomi', 'northern Israel', 'Lebanese', 'Lebanon']",[],"['IDF', 'IDF', 'Hezbollah']",0
438,19/11/2023,"00:36""Miss you, love you, waiting for your return"": CPT Jamal Abbas z”l Last Conversation with his father and brotherFull press release00:24IDF: Please find attached the translated evening briefing of the IDF Spokesperson, Rear Admiral Daniel Hagari: https://www.idf.il/152786",[],"['Jamal Abbas', 'Daniel Hagari']",['IDF'],0
439,18/11/2023,"00:36""Miss you, love you, waiting for your return"": CPT Jamal Abbas z”l Last Conversation with his father and brotherFull press release00:24IDF: Please find attached the translated evening briefing of the IDF Spokesperson, Rear Admiral Daniel Hagari: https://www.idf.il/15278623:00Sirens sounding in southern Israel22:05A short while ago, IDF fighter jets and tanks struck a number of Hezbollah terror targets in Lebanese territory, including terror posts and military compounds. Simultaneously, an IDF UAV struck an additional terrorist cell.21:48Sirens sounding in southern Israel18:40Attached is a link of the IDF website, where further updates on the fallen soldiers have been published: https://www.idf.il/5978017:38A short while ago, the IDF Aerial Defense Array intercepted a suspicious target in Lebanon.","['southern Israel', 'Lebanese', 'southern Israel', 'Lebanon']","['Jamal Abbas', 'Daniel Hagari']","['IDF', 'IDF', 'Hezbollah', 'IDF', 'IDF', 'IDF Aerial Defense Array']",1
440,18/11/2023,"Moreover, over the last hour, numerous launches were identified from Lebanon toward IDF posts. In response, IDF tanks and aircraft struck a number of Hezbollah observation posts.",['Lebanon'],[],"['IDF', 'IDF', 'Hezbollah']",0
441,18/11/2023,"Furthermore, this morning, an IDF UAV carried out an emergency landing in an open area in northern Israel. An initial inquiry indicates that the aircraft was not damaged by enemy fire.No injuries were reported, and the incident is under review.",['northern Israel'],[],['IDF UAV'],0
442,18/11/2023,"17:02Sirens sounding in central Israel16:40The IDF is expanding activities in the Gaza Strip; Over the past day, troops of the 36th Division operated in the Zaytun area, and troops of the 162nd Division operated in the Jabalya area. During the operational activity, the troops encountered numerous terroristsFull press release14:02, 14:04, 14:59Sirens sounding in southern Israel13:50Earlier today, IDF aircraft struck a number of Hezbollah terror infrastructures.Furthermore, following the sirens sounded in northern Israel, a number of launches were identified from Lebanon toward Israeli territory.IDF artillery is striking the sources of the launches.13:40IDF troops via the Coordination and Liaison Administration (CLA) for Gaza, transferred over 6,000 liters of water and over 2,300 kg of food, including fish, canned food, bread, spreads, and dates to the Shifa HospitalFull press release","['central Israel', 'Gaza Strip', 'Zaytun', 'Jabalya', 'southern Israel', 'northern Israel', 'Lebanon', 'Israeli territory', 'Gaza']",[],"['IDF', '36th Division', '162nd Division', 'IDF', 'Hezbollah', 'IDFIDF', 'Coordination and Liaison Administration', 'CLA', 'Shifa Hospital']",1
443,18/11/2023,13:01Initial report - Sirens sounded in northern Israel.,['northern Israel'],[],[],1
444,18/11/2023,"12:21Less than an hour after the barrage of rockets from the Gaza Strip toward Israeli territory yesterday (Friday), IDF troops identified the terrorists who carried out the launches from the roof of a building and directed an IAF aircraft that struck them, eliminating them.In addition, over the past day, IDF fighter jets and helicopters struck dozens of terror targets in the Gaza Strip alongside terrorists and additional terror infrastructure, including operational command centers, launch posts, and weapon manufacturing laboratories. ","['Gaza Strip', 'Israeli territory', 'Gaza Strip']",[],"['IDF', 'IDF']",0
445,18/11/2023,"10:40Following the request of the director of the Shifa Hospital, the IDF agrees to expand and assist evacuation effort of the Shifa HospitalFull press release",[],[],"['Shifa Hospital', 'IDF', 'Shifa Hospital']",0
446,18/11/2023,"10:26Following the sirens that sounded in Kibbutz Sasa and Moshav Shtula, northern Israel, 25 launches were identified a short while ago. No injuries were reported.IDF artillery is striking the sources of the launches.The IDF is currently striking Hezbollah terror targets, details to follow.","['Kibbutz Sasa', 'Moshav Shtula', 'northern Israel']",[],"['IDF', 'IDF', 'Hezbollah']",1
447,18/11/2023,"09:54, 10:00Sirens sounding in northern Israel",['northern Israel'],[],[],1
448,18/11/2023,08:42The IDF and ISA eliminated a number of terrorists in the Balata Camp in the city of Nablus and prevented terror attacks against Israeli civiliansFull press release,"['Balata Camp', 'city of Nablus']",[],"['IDF', 'ISA']",0
449,18/11/2023,"02:38Following the initial report regarding sirens sounding in northern Israel, the IDF Aerial Defense Array successfully intercepted a surface-to-air missile launched from Lebanon toward an IDF UAV. The sirens sounded due to the launched interceptors, the missile was not identified crossing into Israeli territory.01:51IDF: Initial report - Sirens sounded in northern Israel.","['northern Israel', 'Lebanon', 'Israeli', 'northern Israel']",[],"['IDF Aerial Defense Array', 'IDF']",1
450,17/11/2023,"22:24IDF: Please find attached the translated evening briefing of the IDF Spokesperson, Rear Admiral Daniel Hagari: https://www.idf.il/152037",[],['Daniel Hagari'],"['##IDF', 'IDF']",0
451,17/11/2023,"21:39A short while ago, in response to Hezbollah fire toward Israeli territory over the past day, IDF fighter jets and helicopters struck terror targets in Lebanon. The terror targets included terrorist infrastructure, sites, operational command centers, and military posts in which Hezbollah terrorists operated.","['Israeli territory', 'Lebanon']",[],"['Hezbollah', 'IDF', 'Hezbollah']",0
